#id: 3536693818
#name: H.sapiens - Brain (Integrated)
#score: 32.4
#coverage: 69
#description: integrated dataset: weighted average of all H.sapiens BRAIN: 32.4; Coverage: 69
#organ: BRAIN
#integrated: true
#weights: human_brain_Martens_2006_proteomics:0.251;PXD012101_Betz:0.251;PXD037133_brain_control:0.151;PXD012101_Purkinje:0.12;9606-PA_brain_201308:0.083;human_brain_atlas_201106:0.083;PXD020192_brain:0.031;PXD010154_Wang_Mol_Syst_Bio_2019_human_deep_proteome_Brain:0.016;human_brain_PA_2015-1:0.007;Fetal_Brain_Kim_2014_SEQUEST:0.007;
#publication_year: 2026
#filename: 9606-BRAIN-integrated.txt
#
#gene_name	string_external_id	abundance
EDC3	9606.ENSP00000497737	0.669
EPB42	9606.ENSP00000497777	0.669
LRRTM4	9606.ENSP00000387228	0.667
COX11	9606.ENSP00000299335	0.666
ROBO2	9606.ENSP00000417335	0.666
FCSK	9606.ENSP00000288078	0.666
B3GAT2	9606.ENSP00000230053	0.666
KCTD7	9606.ENSP00000492240	0.665
ERCC8	9606.ENSP00000265038	0.665
SLC17A5	9606.ENSP00000348019	0.664
HECW2	9606.ENSP00000260983	0.664
SYNRG	9606.ENSP00000483453	0.663
TBC1D5	9606.ENSP00000402935	0.663
CWC15	9606.ENSP00000475615	0.663
POTED	9606.ENSP00000299443	0.662
MID1	9606.ENSP00000414521	0.661
TGFBRAP1	9606.ENSP00000377027	0.66
DGKQ	9606.ENSP00000273814	0.66
WAPL	9606.ENSP00000298767	0.659
NCBP2	9606.ENSP00000326806	0.658
UBE2G1	9606.ENSP00000380178	0.658
IDE	9606.ENSP00000265986	0.658
POLDIP3	9606.ENSP00000397927	0.657
CACNA1G	9606.ENSP00000352011	0.657
TMEM143	9606.ENSP00000293261	0.656
FAT3	9606.ENSP00000432586	0.656
PCNX4	9606.ENSP00000384801	0.654
OSBPL9	9606.ENSP00000412733	0.652
CTDP1	9606.ENSP00000484525	0.651
BAD	9606.ENSP00000378040	0.651
NAAA	9606.ENSP00000286733	0.65
SLC7A2	9606.ENSP00000004531	0.649
CRADD	9606.ENSP00000439068	0.649
HMGN3	9606.ENSP00000482613	0.649
COA5	9606.ENSP00000330730	0.647
SCN8A	9606.ENSP00000346534	0.646
POTEC	9606.ENSP00000351856	0.644
MSANTD3-TMEFF1	9606.ENSP00000424768	0.644
ITGA2B	9606.ENSP00000262407	0.643
SH3PXD2B	9606.ENSP00000309714	0.641
KIAA1958	9606.ENSP00000440504	0.641
PUSL1	9606.ENSP00000368318	0.641
PSMB10	9606.ENSP00000351314	0.641
NAV1	9606.ENSP00000356265	0.638
ROBO1	9606.ENSP00000420321	0.637
PLCH1	9606.ENSP00000345988	0.636
CCNYL1	9606.ENSP00000295414	0.636
WDR81	9606.ENSP00000386609	0.636
CACNA1E	9606.ENSP00000356545	0.635
LYAR	9606.ENSP00000345917	0.635
TNKS1BP1	9606.ENSP00000437271	0.634
GPNMB	9606.ENSP00000371420	0.634
CAV3	9606.ENSP00000341940	0.634
ARHGAP17	9606.ENSP00000289968	0.634
BHMT	9606.ENSP00000274353	0.633
MIGA2	9606.ENSP00000351138	0.633
RASSF2	9606.ENSP00000368710	0.633
GGT5	9606.ENSP00000381340	0.633
TBCEL	9606.ENSP00000403925	0.631
LIMK1	9606.ENSP00000336740	0.631
POLR2L	9606.ENSP00000324124	0.631
MEGF9	9606.ENSP00000363040	0.631
TCEAL4	9606.ENSP00000361712	0.63
RAD21	9606.ENSP00000297338	0.63
CDK12	9606.ENSP00000398880	0.63
RALBP1	9606.ENSP00000372924	0.63
SULT1A2	9606.ENSP00000378992	0.627
MAEA	9606.ENSP00000302830	0.626
ATG2B	9606.ENSP00000353010	0.626
MSI1	9606.ENSP00000257552	0.624
GGA2	9606.ENSP00000311962	0.623
EVI5L	9606.ENSP00000445905	0.621
TANC1	9606.ENSP00000263635	0.621
PRKG2	9606.ENSP00000264399	0.618
FEZ1	9606.ENSP00000497070	0.617
HLA-DRB1	9606.ENSP00000353099	0.617
GIPC3	9606.ENSP00000493901	0.617
RAPGEF5	9606.ENSP00000343656	0.615
STAMBPL1	9606.ENSP00000360992	0.615
GPR180	9606.ENSP00000366157	0.615
ARFGAP3	9606.ENSP00000263245	0.615
SLC7A6	9606.ENSP00000455064	0.615
CRYGB	9606.ENSP00000260988	0.613
FOLR2	9606.ENSP00000298223	0.612
NDUFAF8	9606.ENSP00000400184	0.612
ARHGAP23	9606.ENSP00000481862	0.611
MALSU1	9606.ENSP00000419370	0.611
EFNB1	9606.ENSP00000204961	0.611
DCUN1D4	9606.ENSP00000389900	0.61
KCTD17	9606.ENSP00000385096	0.61
PHOSPHO1	9606.ENSP00000406909	0.609
TTC5	9606.ENSP00000258821	0.608
FRG1	9606.ENSP00000226798	0.608
SRXN1	9606.ENSP00000371388	0.608
ZDHHC13	9606.ENSP00000400113	0.608
UCK2	9606.ENSP00000356853	0.606
DEPDC1B	9606.ENSP00000265036	0.606
HTATSF1	9606.ENSP00000442699	0.606
AMIGO1	9606.ENSP00000358880	0.604
TEX10	9606.ENSP00000364037	0.604
ANKRD28	9606.ENSP00000382379	0.603
LRRC75A	9606.ENSP00000419502	0.603
CLGN	9606.ENSP00000392782	0.603
RBM12	9606.ENSP00000363228	0.603
ARMCX2	9606.ENSP00000349281	0.603
TRO	9606.ENSP00000173898	0.603
SLC34A1	9606.ENSP00000321424	0.602
GOLGA6L9	9606.ENSP00000481078	0.602
CNK3/IPCEF1	9606.ENSP00000499846	0.602
KLB	9606.ENSP00000257408	0.601
ISG15	9606.ENSP00000496832	0.601
IPO11	9606.ENSP00000386992	0.6
TRIM47	9606.ENSP00000254816	0.6
PRH2	9606.ENSP00000379682	0.599
ENSP00000498584	9606.ENSP00000498584	0.598
IQGAP2	9606.ENSP00000274364	0.598
UCK1	9606.ENSP00000361285	0.597
SLC35A4	9606.ENSP00000424566	0.597
GCC1	9606.ENSP00000318821	0.595
FLT4	9606.ENSP00000261937	0.595
ANKRD30A	9606.ENSP00000354432	0.593
LBH	9606.ENSP00000378733	0.593
FSIP1	9606.ENSP00000280236	0.593
TGM3	9606.ENSP00000370867	0.592
DCHS2	9606.ENSP00000349768	0.592
LAS1L	9606.ENSP00000363944	0.592
XRCC4	9606.ENSP00000421491	0.591
FCGBP	9606.ENSP00000481056	0.59
PID1	9606.ENSP00000283937	0.59
GPC6	9606.ENSP00000366246	0.589
FEN1	9606.ENSP00000305480	0.589
CMC2	9606.ENSP00000219400	0.588
ROMO1	9606.ENSP00000363191	0.588
ANKRD30B	9606.ENSP00000499676	0.587
RHBDD3	9606.ENSP00000216085	0.587
OPHN1	9606.ENSP00000347710	0.586
ALKBH4	9606.ENSP00000292566	0.586
PAPLN	9606.ENSP00000345395	0.586
PMM2	9606.ENSP00000268261	0.585
IGSF9B	9606.ENSP00000436552	0.585
THRA	9606.ENSP00000264637	0.585
GNL3	9606.ENSP00000395772	0.585
HLA-DPA1	9606.ENSP00000393566	0.584
ASAP2	9606.ENSP00000281419	0.583
ATRN	9606.ENSP00000262919	0.583
RBM42	9606.ENSP00000262633	0.583
MUSTN1	9606.ENSP00000410910	0.583
XRN2	9606.ENSP00000366396	0.582
SMR3B	9606.ENSP00000481313	0.582
FAM71C	9606.ENSP00000315247	0.581
MARS2	9606.ENSP00000282276	0.58
FGFR2	9606.ENSP00000410294	0.58
SPIN1	9606.ENSP00000365019	0.58
GABRA4	9606.ENSP00000264318	0.58
FGR	9606.ENSP00000363117	0.58
SLC6A15	9606.ENSP00000266682	0.579
GNA15	9606.ENSP00000262958	0.577
UNC5C	9606.ENSP00000406022	0.575
PIGX	9606.ENSP00000296333	0.574
HDAC6	9606.ENSP00000365804	0.574
ERGIC3	9606.ENSP00000349970	0.573
VANGL2	9606.ENSP00000357040	0.572
NAA16	9606.ENSP00000368716	0.57
PHLDB1	9606.ENSP00000354498	0.57
GNPNAT1	9606.ENSP00000216410	0.569
SPATA18	9606.ENSP00000295213	0.569
NCBP2AS2	9606.ENSP00000488305	0.569
DENND1A	9606.ENSP00000362727	0.567
GATAD2B	9606.ENSP00000357644	0.566
MPP7	9606.ENSP00000337907	0.566
ATXN3	9606.ENSP00000496695	0.565
MOCS1	9606.ENSP00000344794	0.564
ZNF622	9606.ENSP00000310042	0.564
MCM6	9606.ENSP00000264156	0.564
SMAD4	9606.ENSP00000341551	0.563
UBE2F	9606.ENSP00000478474	0.563
SPATA33	9606.ENSP00000462996	0.562
CRIM1	9606.ENSP00000280527	0.562
GDPD2	9606.ENSP00000414019	0.562
ANKRD46	9606.ENSP00000429015	0.561
CDC26	9606.ENSP00000363322	0.561
CALCRL	9606.ENSP00000376177	0.561
KRT40	9606.ENSP00000366984	0.56
PROS1	9606.ENSP00000377783	0.56
CD276	9606.ENSP00000320084	0.56
UBE2R2	9606.ENSP00000263228	0.559
CDH11	9606.ENSP00000268603	0.558
UPF2	9606.ENSP00000348708	0.558
S100P	9606.ENSP00000296370	0.558
TMEM30B	9606.ENSP00000450842	0.558
CGGBP1	9606.ENSP00000381429	0.558
PIANP	9606.ENSP00000442157	0.557
MZT2B	9606.ENSP00000386419	0.557
NCKAP1L	9606.ENSP00000293373	0.557
RRM1	9606.ENSP00000300738	0.557
DMRTC2	9606.ENSP00000269945	0.557
PGS1	9606.ENSP00000262764	0.556
CNTNAP4	9606.ENSP00000479811	0.555
SH3BGR	9606.ENSP00000332513	0.555
NUP35	9606.ENSP00000295119	0.555
PRKCQ	9606.ENSP00000263125	0.554
EFNB3	9606.ENSP00000226091	0.553
MT1A	9606.ENSP00000290705	0.553
MT1H	9606.ENSP00000330587	0.553
SNX8	9606.ENSP00000222990	0.553
RGPD1	9606.ENSP00000453170	0.552
NOS1	9606.ENSP00000477999	0.552
EPHB1	9606.ENSP00000381097	0.551
AKAP1	9606.ENSP00000478212	0.551
KIFC1	9606.ENSP00000393963	0.551
LMF1	9606.ENSP00000262301	0.551
PML	9606.ENSP00000268058	0.55
GPR87	9606.ENSP00000260843	0.548
RGPD2	9606.ENSP00000381214	0.547
CDH20	9606.ENSP00000262717	0.547
PLA2G6	9606.ENSP00000333142	0.547
RBM10	9606.ENSP00000328848	0.546
TCHP	9606.ENSP00000324404	0.545
HVCN1	9606.ENSP00000349181	0.545
SUSD5	9606.ENSP00000308727	0.545
RASA4	9606.ENSP00000262940	0.544
DMXL1	9606.ENSP00000439479	0.544
MAST3	9606.ENSP00000262811	0.544
NT5C1A	9606.ENSP00000235628	0.543
DIAPH1	9606.ENSP00000373706	0.543
OAS1	9606.ENSP00000388001	0.543
ZDHHC5	9606.ENSP00000287169	0.542
SPRED1	9606.ENSP00000299084	0.541
ARHGAP12	9606.ENSP00000345808	0.54
ZDHHC11B	9606.ENSP00000442373	0.54
ZDHHC11B-2	9606.ENSP00000445280	0.54
FLT1	9606.ENSP00000282397	0.539
NRM	9606.ENSP00000259953	0.539
SREK1	9606.ENSP00000334538	0.538
CDC73	9606.ENSP00000356405	0.538
PPP1R18	9606.ENSP00000480270	0.537
MAP4K3	9606.ENSP00000263881	0.537
SYMPK	9606.ENSP00000245934	0.537
NMNAT2	9606.ENSP00000287713	0.536
CYBC1	9606.ENSP00000388909	0.536
ARHGAP32	9606.ENSP00000310561	0.534
DOHH	9606.ENSP00000398882	0.533
PYCR1	9606.ENSP00000384949	0.533
KDR	9606.ENSP00000263923	0.533
USP4	9606.ENSP00000265560	0.533
CRYGA	9606.ENSP00000302105	0.532
SCN4A	9606.ENSP00000396320	0.531
RASGRF1	9606.ENSP00000405963	0.531
MAP3K5	9606.ENSP00000351908	0.531
HSPA14	9606.ENSP00000367623	0.531
DCAF6	9606.ENSP00000356814	0.53
SPOCK1	9606.ENSP00000378401	0.53
CMIP	9606.ENSP00000446100	0.527
LZTS3	9606.ENSP00000353496	0.527
SMAD2	9606.ENSP00000262160	0.527
RAMP1	9606.ENSP00000254661	0.527
LRIG1	9606.ENSP00000273261	0.527
TSPO	9606.ENSP00000379563	0.526
ARL10	9606.ENSP00000308496	0.526
CDK11B	9606.ENSP00000464036	0.525
PLXNC1	9606.ENSP00000258526	0.524
ERCC2	9606.ENSP00000375809	0.524
MPDZ	9606.ENSP00000320006	0.523
MAST1	9606.ENSP00000251472	0.523
MBD3	9606.ENSP00000412302	0.523
NUP153	9606.ENSP00000444029	0.522
SPINK1	9606.ENSP00000296695	0.522
RAB17	9606.ENSP00000264601	0.521
RRM2	9606.ENSP00000353770	0.52
ZNF22	9606.ENSP00000298299	0.519
BRD3	9606.ENSP00000305918	0.519
RAB26	9606.ENSP00000210187	0.518
TIMMDC1	9606.ENSP00000418803	0.518
AMPD3	9606.ENSP00000379802	0.518
MIOS	9606.ENSP00000339881	0.518
TRMT11	9606.ENSP00000333934	0.517
CRACD	9606.ENSP00000264229	0.517
LRRC56	9606.ENSP00000270115	0.516
GOLGA6L10	9606.ENSP00000479362	0.516
FBXO21	9606.ENSP00000328187	0.514
FOXK2	9606.ENSP00000335677	0.514
ITGA7	9606.ENSP00000452120	0.514
ATP4B	9606.ENSP00000334216	0.513
SGK2	9606.ENSP00000340608	0.512
CD163	9606.ENSP00000352071	0.512
ADGRL2	9606.ENSP00000359765	0.512
PSMC3IP	9606.ENSP00000377384	0.512
CACNB2	9606.ENSP00000320025	0.511
KCNQ2	9606.ENSP00000352035	0.51
SHISA7	9606.ENSP00000365503	0.51
STAT5B	9606.ENSP00000293328	0.509
CBX6	9606.ENSP00000384490	0.509
EEPD1	9606.ENSP00000242108	0.509
SLC12A9	9606.ENSP00000275730	0.508
CKAP2	9606.ENSP00000367276	0.508
DDA1	9606.ENSP00000352928	0.507
MCM3	9606.ENSP00000480987	0.507
SBF2	9606.ENSP00000256190	0.507
FTHL17	9606.ENSP00000368207	0.506
MYCBP	9606.ENSP00000380702	0.506
FAM89B	9606.ENSP00000431459	0.504
PKN1	9606.ENSP00000343325	0.504
DHODH	9606.ENSP00000219240	0.503
MFAP1	9606.ENSP00000267812	0.503
TMSB4Y	9606.ENSP00000284856	0.503
GOLGA6L4	9606.ENSP00000421586	0.503
PKIG	9606.ENSP00000361980	0.502
ANKRD17	9606.ENSP00000351416	0.502
GYG2	9606.ENSP00000370555	0.501
NIN	9606.ENSP00000371472	0.501
RNF20	9606.ENSP00000373772	0.501
LOC100288966	9606.ENSP00000479139	0.5
LAMA4	9606.ENSP00000230538	0.5
EPHA3	9606.ENSP00000337451	0.5
C8orf48	9606.ENSP00000297324	0.498
RGPD5	9606.ENSP00000016946	0.498
RGPD6	9606.ENSP00000330842	0.498
RGPD8	9606.ENSP00000306637	0.498
IGHV3-43D	9606.ENSP00000481152	0.498
SLC39A9	9606.ENSP00000336887	0.497
TMEFF1	9606.ENSP00000364013	0.497
ZSCAN18	9606.ENSP00000470123	0.495
GIMAP4	9606.ENSP00000419545	0.493
DYSF	9606.ENSP00000386881	0.492
TONSL	9606.ENSP00000386239	0.492
ANPEP	9606.ENSP00000300060	0.491
C12orf29	9606.ENSP00000349358	0.491
MGMT	9606.ENSP00000302111	0.491
SLC25A37	9606.ENSP00000429200	0.491
OSCP1	9606.ENSP00000349052	0.49
KIF2C	9606.ENSP00000361298	0.49
CRYGC	9606.ENSP00000282141	0.489
OSBPL5	9606.ENSP00000263650	0.489
ENTPD1	9606.ENSP00000360250	0.489
KIF22	9606.ENSP00000160827	0.489
TCEAL2	9606.ENSP00000361866	0.487
MPPED2	9606.ENSP00000350833	0.487
MED27	9606.ENSP00000292035	0.487
BOLA1	9606.ENSP00000358149	0.487
DDX27	9606.ENSP00000483495	0.487
TMOD4	9606.ENSP00000295314	0.487
CAMSAP1	9606.ENSP00000374183	0.487
GLMN	9606.ENSP00000359385	0.486
LMLN	9606.ENSP00000410926	0.486
SHISA6	9606.ENSP00000390084	0.485
JAKMIP1	9606.ENSP00000386711	0.485
PAIP2	9606.ENSP00000378275	0.483
GSTA3	9606.ENSP00000211122	0.483
SLC39A6	9606.ENSP00000269187	0.482
ILKAP	9606.ENSP00000254654	0.482
RPS6KB1	9606.ENSP00000225577	0.481
DHRS1	9606.ENSP00000380027	0.481
MFAP4	9606.ENSP00000378957	0.48
LARP7	9606.ENSP00000422626	0.48
PTPRT	9606.ENSP00000362294	0.48
SMARCD1	9606.ENSP00000378414	0.48
SSH3	9606.ENSP00000312081	0.479
ZNF587B	9606.ENSP00000392410	0.479
STX17	9606.ENSP00000259400	0.479
PDCD4	9606.ENSP00000280154	0.478
CDKN2D	9606.ENSP00000377224	0.478
PPP4R3A	9606.ENSP00000450864	0.477
PSMG1	9606.ENSP00000329915	0.477
IFITM2	9606.ENSP00000484689	0.475
CTTNBP2	9606.ENSP00000160373	0.475
KCNIP1	9606.ENSP00000414886	0.474
RASAL2	9606.ENSP00000356621	0.474
CNPY4	9606.ENSP00000262932	0.474
ENSP00000491651	9606.ENSP00000491651	0.473
DOLK	9606.ENSP00000361667	0.473
NFIA	9606.ENSP00000360231	0.473
ARL17A	9606.ENSP00000337478	0.472
PWP1	9606.ENSP00000387365	0.472
ASB17	9606.ENSP00000284142	0.47
FIGNL1	9606.ENSP00000410811	0.47
CXCL8	9606.ENSP00000306512	0.47
RNF13	9606.ENSP00000341361	0.469
MRC2	9606.ENSP00000307513	0.469
CFAP44	9606.ENSP00000377428	0.469
FGFR1OP2	9606.ENSP00000229395	0.468
SRA1	9606.ENSP00000337513	0.468
RCAN2	9606.ENSP00000360425	0.468
RASGRP2	9606.ENSP00000338864	0.467
CSPP1	9606.ENSP00000262210	0.467
DOCK1	9606.ENSP00000485033	0.466
HMG20B	9606.ENSP00000328269	0.466
CPA4	9606.ENSP00000222482	0.466
CCDC9	9606.ENSP00000221922	0.466
ARL17B	9606.ENSP00000460539	0.465
CACNG7	9606.ENSP00000375647	0.465
CDH6	9606.ENSP00000265071	0.465
IGHD	9606.ENSP00000478893	0.465
PRH1	9606.ENSP00000479168	0.464
PTK7	9606.ENSP00000418754	0.463
BIN3	9606.ENSP00000276416	0.462
TIMM10B	9606.ENSP00000254616	0.461
UBP1	9606.ENSP00000283629	0.461
CSNK1G2	9606.ENSP00000255641	0.461
ENSP00000492798	9606.ENSP00000492798	0.461
GRK6	9606.ENSP00000347655	0.461
EXD2	9606.ENSP00000313140	0.461
LMBR1	9606.ENSP00000326604	0.46
TRIP12	9606.ENSP00000373696	0.46
PXMP2	9606.ENSP00000321271	0.46
SELENOS	9606.ENSP00000381282	0.46
IGF2R	9606.ENSP00000349437	0.459
NAT14	9606.ENSP00000205194	0.459
TTN	9606.ENSP00000467141	0.459
HECTD1	9606.ENSP00000382269	0.459
SMIM1	9606.ENSP00000457386	0.458
ADRA2A	9606.ENSP00000280155	0.457
ZNRD2	9606.ENSP00000312318	0.455
OTUD7B	9606.ENSP00000462729	0.453
PXN	9606.ENSP00000267257	0.453
ZBTB20	9606.ENSP00000419153	0.453
SLC25A26	9606.ENSP00000346955	0.452
SLC29A1	9606.ENSP00000498610	0.451
CPA3	9606.ENSP00000296046	0.45
MGP	9606.ENSP00000228938	0.45
EFCC1	9606.ENSP00000414597	0.449
ARIH2	9606.ENSP00000348769	0.449
PCDHGC3	9606.ENSP00000312070	0.449
NPTX2	9606.ENSP00000265634	0.447
KCNC4	9606.ENSP00000358802	0.447
LPIN1	9606.ENSP00000397908	0.446
EXOSC2	9606.ENSP00000361433	0.446
BCL2L1	9606.ENSP00000365230	0.445
HUS1	9606.ENSP00000258774	0.445
IRF2BP2	9606.ENSP00000355568	0.445
CDC42BPG	9606.ENSP00000345133	0.445
SSU72	9606.ENSP00000291386	0.444
TSPAN18	9606.ENSP00000429993	0.444
SERPINA4	9606.ENSP00000451172	0.442
H0YIS7_HUMAN	9606.ENSP00000450085	0.442
OSBPL3	9606.ENSP00000315410	0.442
HLA-DQA2	9606.ENSP00000364076	0.441
RLN1	9606.ENSP00000223862	0.44
PLPPR1	9606.ENSP00000364008	0.44
DCAF5	9606.ENSP00000341351	0.44
TARS2	9606.ENSP00000358060	0.44
AGTPBP1	9606.ENSP00000338512	0.44
MKI67	9606.ENSP00000357643	0.44
DPY19L2	9606.ENSP00000315988	0.439
NELFB	9606.ENSP00000339495	0.438
KRTAP2-2	9606.ENSP00000381494	0.437
IWS1	9606.ENSP00000295321	0.437
SPAG7	9606.ENSP00000206020	0.437
CBARP	9606.ENSP00000465260	0.436
PIGR	9606.ENSP00000348888	0.435
RNF2	9606.ENSP00000356480	0.435
FAM160B2	9606.ENSP00000289921	0.434
UNK	9606.ENSP00000464893	0.433
GPX3	9606.ENSP00000373477	0.432
NUP210	9606.ENSP00000254508	0.432
IKBIP	9606.ENSP00000299157	0.432
WFIKKN2	9606.ENSP00000311184	0.432
C12orf4	9606.ENSP00000261250	0.431
LEMD3	9606.ENSP00000308369	0.431
KIF23	9606.ENSP00000260363	0.431
CYP20A1	9606.ENSP00000348380	0.431
EPHB3	9606.ENSP00000332118	0.43
EVI2A	9606.ENSP00000247270	0.43
DDX52	9606.ENSP00000479504	0.43
DOCK5	9606.ENSP00000276440	0.43
ALKBH5	9606.ENSP00000382091	0.429
MAP4K2	9606.ENSP00000294066	0.429
MMP3	9606.ENSP00000299855	0.429
SQOR	9606.ENSP00000456019	0.429
VPS8	9606.ENSP00000487164	0.428
TMEM120B	9606.ENSP00000404991	0.428
MTHFD2	9606.ENSP00000377617	0.428
CD151	9606.ENSP00000324101	0.427
MKKS	9606.ENSP00000246062	0.427
CCDC188	9606.ENSP00000409542	0.427
SLC39A14	9606.ENSP00000370635	0.426
USP24	9606.ENSP00000294383	0.426
SLC25A51	9606.ENSP00000366945	0.426
ZC3H18	9606.ENSP00000416951	0.426
EBF2	9606.ENSP00000430241	0.425
NAT10	9606.ENSP00000257829	0.425
ZSWIM6	9606.ENSP00000252744	0.425
FYTTD1	9606.ENSP00000241502	0.424
XPO4	9606.ENSP00000255305	0.424
UGT8	9606.ENSP00000311648	0.424
KIAA1191	9606.ENSP00000298569	0.424
BACH2	9606.ENSP00000257749	0.423
LMBR1L	9606.ENSP00000267102	0.423
MOCS3	9606.ENSP00000244051	0.423
STK11IP	9606.ENSP00000389383	0.422
ABCB6	9606.ENSP00000265316	0.422
ZNF598	9606.ENSP00000455308	0.421
UBR3	9606.ENSP00000396068	0.421
HTD2	9606.ENSP00000481593	0.421
NFYB	9606.ENSP00000240055	0.421
CERT1	9606.ENSP00000383996	0.421
RBM22	9606.ENSP00000199814	0.42
TCEAL1	9606.ENSP00000361708	0.42
CHAMP1	9606.ENSP00000496699	0.419
MIPEP	9606.ENSP00000371607	0.418
KIDINS220	9606.ENSP00000256707	0.418
KSR1	9606.ENSP00000381958	0.418
DIS3	9606.ENSP00000366997	0.418
TMEM87A	9606.ENSP00000374484	0.418
UAP1L1	9606.ENSP00000386935	0.417
SAAL1	9606.ENSP00000432487	0.416
GRID1	9606.ENSP00000330148	0.416
ZZEF1	9606.ENSP00000371051	0.416
SLC39A12	9606.ENSP00000366586	0.416
KLHL3	9606.ENSP00000312397	0.416
MZT1	9606.ENSP00000367049	0.415
LRRC1	9606.ENSP00000359925	0.415
MTMR7	9606.ENSP00000180173	0.415
AOC2	9606.ENSP00000253799	0.415
CELF6	9606.ENSP00000287202	0.415
CERS2	9606.ENSP00000271688	0.414
RILPL2	9606.ENSP00000280571	0.414
PDLIM7	9606.ENSP00000348099	0.414
AUP1	9606.ENSP00000366748	0.413
TSSC4	9606.ENSP00000331087	0.413
BLM	9606.ENSP00000347232	0.413
SUPT5H	9606.ENSP00000470252	0.413
UNC119	9606.ENSP00000337040	0.413
THOC6	9606.ENSP00000326531	0.413
TBR1	9606.ENSP00000374205	0.412
FRMD5	9606.ENSP00000403067	0.411
PLA2G4F	9606.ENSP00000380442	0.41
TBL3	9606.ENSP00000454836	0.41
ATRIP	9606.ENSP00000323099	0.41
SAMD4B	9606.ENSP00000317224	0.41
DOLPP1	9606.ENSP00000361625	0.409
CCDC68	9606.ENSP00000466690	0.409
LHFPL2	9606.ENSP00000369702	0.409
COL12A1	9606.ENSP00000325146	0.409
MCM5	9606.ENSP00000216122	0.409
MB	9606.ENSP00000352835	0.409
ANO8	9606.ENSP00000159087	0.408
RBM26	9606.ENSP00000483408	0.408
BAZ1B	9606.ENSP00000342434	0.408
CSPG4	9606.ENSP00000312506	0.408
SMARCA1	9606.ENSP00000360162	0.408
C2orf69	9606.ENSP00000312770	0.408
SDC1	9606.ENSP00000370542	0.407
MTIF3	9606.ENSP00000370508	0.407
MTA3	9606.ENSP00000385823	0.407
PSEN1	9606.ENSP00000326366	0.405
UGGT2	9606.ENSP00000365938	0.405
LGMN	9606.ENSP00000376911	0.405
CSTF1	9606.ENSP00000217109	0.404
USP48	9606.ENSP00000309262	0.404
GPT2	9606.ENSP00000345282	0.404
TYMP	9606.ENSP00000379038	0.404
LYRM1	9606.ENSP00000379367	0.404
PEG10	9606.ENSP00000418944	0.403
IMPACT	9606.ENSP00000284202	0.403
FABP6	9606.ENSP00000377549	0.402
CDC14A	9606.ENSP00000354916	0.402
RGS12	9606.ENSP00000339381	0.402
KIAA0319L	9606.ENSP00000318406	0.402
LCLAT1	9606.ENSP00000310551	0.402
MANBAL	9606.ENSP00000362707	0.401
NEU1	9606.ENSP00000364782	0.4
TMEM121B	9606.ENSP00000329318	0.4
SOX2	9606.ENSP00000323588	0.399
C17orf75	9606.ENSP00000464275	0.399
PCDH17	9606.ENSP00000367151	0.399
ADH4	9606.ENSP00000424630	0.396
CCZ1B	9606.ENSP00000314544	0.395
CCZ1	9606.ENSP00000325681	0.395
IGFALS	9606.ENSP00000416683	0.395
TPGS1	9606.ENSP00000352265	0.395
FASTKD2	9606.ENSP00000385990	0.395
TYRO3	9606.ENSP00000263798	0.394
LRRK1	9606.ENSP00000373600	0.393
SORBS3	9606.ENSP00000240123	0.393
MAP7	9606.ENSP00000482335	0.393
HCN4	9606.ENSP00000261917	0.392
CD46	9606.ENSP00000313875	0.392
NUDCD1	9606.ENSP00000239690	0.392
DLGAP2	9606.ENSP00000489774	0.391
SKOR1	9606.ENSP00000343200	0.39
OS9	9606.ENSP00000318165	0.39
BTD	9606.ENSP00000500193	0.389
FGFBP3	9606.ENSP00000339067	0.387
SLC30A5	9606.ENSP00000379836	0.387
GTF2IRD2B	9606.ENSP00000480524	0.386
KBTBD2	9606.ENSP00000302586	0.385
FBXO6	9606.ENSP00000365944	0.385
GUF1	9606.ENSP00000281543	0.383
DUSP23	9606.ENSP00000357087	0.383
ANXA13	9606.ENSP00000262219	0.383
RPS6KB2	9606.ENSP00000308413	0.383
USH1G	9606.ENSP00000480279	0.382
C2orf76	9606.ENSP00000386302	0.381
PIPOX	9606.ENSP00000317721	0.381
CASTOR1	9606.ENSP00000384183	0.379
GRIN2A	9606.ENSP00000332549	0.379
FGFR1	9606.ENSP00000393312	0.379
DYRK4	9606.ENSP00000441755	0.379
MCM2	9606.ENSP00000265056	0.378
EHBP1	9606.ENSP00000263991	0.378
SLC39A7	9606.ENSP00000363809	0.378
XIAP	9606.ENSP00000360242	0.377
SMCHD1	9606.ENSP00000326603	0.377
PDK1	9606.ENSP00000376352	0.377
ELP1	9606.ENSP00000363779	0.377
POLR2K	9606.ENSP00000342889	0.377
CDK11A	9606.ENSP00000367900	0.376
ZC3HAV1	9606.ENSP00000242351	0.376
KRTAP2-3	9606.ENSP00000375237	0.375
KRTAP2-1	9606.ENSP00000375238	0.375
KRTAP2-4	9606.ENSP00000377583	0.375
MYRIP	9606.ENSP00000301972	0.374
QTRT1	9606.ENSP00000250237	0.373
GTF2IRD2	9606.ENSP00000406723	0.373
PNMA2	9606.ENSP00000429344	0.373
SHROOM1	9606.ENSP00000367950	0.372
BOLA2-SMG1P6	9606.ENSP00000458075	0.372
TMEM199	9606.ENSP00000292114	0.372
